Closed,Name,City,Market
9/26/2017,Eureka & Pardee,Taylor,Michigan\Detroit
9/25/2017,Applewood Village,Wheat Ridge,Colorado\Denver
9/24/2017,Wood Ranch & Country Club,Simi Valley,California\Ventura
9/22/2017,"City Place, Hartford",Hartford,Connecticut\Hartford
9/20/2017,Monocacy,Frederick,Maryland\Frederick
9/19/2017,Herndon,Herndon,Virginia\NorthernVirginia
9/19/2017,Arapahoe & Peoria,Centennial,Colorado\Denver
9/18/2017,Pittsford,Pittsford,NewYork\Rochester
9/18/2017,East Hanover - Rt 10,East Hanover,NewJersey
9/18/2017,Dell Range Marketplace,Cheyenne,Wyoming
9/18/2017,7th Street & Thunderbird,Phoenix,Arizona\Phoenix
9/17/2017,Hwy. 66 & Dalrock,Rowlett,Texas\DallasFortWorth
8/28/2017,"Brunswick, Center Road",Brunswick,Ohio\Cleveland
8/22/2017,NW 43rd & Millhopper,Gainesville,Florida\Gainesville
8/13/2017,Lake Houston Pkwy & Kingwood Dr,Kingwood,Texas\Houston
8/11/2017,Downtown - Bellevue,Bellevue,Washington\Seattle
8/6/2017,NE Stadium Way & N Grand Ave,Pullman,Washington\SoutheasternWashington
8/1/2017,Pennsylvania & Memorial,Oklahoma City,Oklahoma\OklahomaCity
7/31/2017,"Danville, VA",Danville,Virginia\VirginiaRemoteMarkets
7/25/2017,N. Propsect Ave & NE 64th-Gladstone,Gladstone,Missouri\KansasCity
7/24/2017,Trooper,Norristown,Pennsylvania\Philadelphia
7/21/2017,Derby - Westfield (unit SU232),Derby,UnitedKingdom\Derbyshire
7/18/2017,N. Texas & Dickson Hill,Fairfield,California\SolanoCounty
7/17/2017,Botany Town Centre - Ground Floor,Auckland,NewZealand
7/14/2017,5th & Olive (The Gas Co),Los Angeles,California\LosAngeles
7/11/2017,State Farm & Lakeshore,Birmingham,Alabama\Birmingham
7/10/2017,126th & Meridian,Carmel,Indiana\Indianapolis
7/5/2017,Poplar at Ridgeway,Memphis,Tennessee\Memphis
7/1/2017,17th & Stout,Denver,Colorado\Denver
7/1/2017,56th & Summitview Ave,Yakima,Washington\CentralWashington
6/28/2017,Arundel Village,Hanover,Maryland\Baltimore
6/26/2017,"Tilton, Tanger Outlet",Tilton,NewHampshire
6/26/2017,Twin Hickory,Glen Allen,Virginia\Richmond
6/26/2017,Metropolitan Park,Seattle,Washington\Seattle
6/25/2017,Spring Cypress & Champions Forest,Spring,Texas\Houston
6/19/2017,North Lake,Tucker,Georgia\Atlanta
6/18/2017,"Naperville, Jefferson & Main",Naperville,Illinois\Chicagoland
6/18/2017,ÃÂ 51st & Broadway,New York,NewYork\NewYorkCity
6/5/2017,Common St. & Trapelo Rd.,Belmont,Massachusetts\Boston
6/4/2017,W Rand & Rt 83 - Mt. Prospect,Mount Prospect,Illinois\Chicagoland
6/1/2017,1984 Queen St.East,Toronto,Ontario\Toronto
5/23/2017,Addison Court,Boca Raton,Florida\PalmBeachCounty
5/22/2017,Fairlawn,Akron,Ohio\Akron
5/21/2017,Whittier Blvd & La Serna,Whittier,California\SouthEastLosAngeles
5/21/2017,13th and Washington - Grand Forks,Grand Forks,NorthDakota
5/15/2017,North Olmsted,North Olmsted,Ohio\Cleveland
5/14/2017,Rufe Snow & 1709,Keller,Texas\DallasFortWorth
4/23/2017,Danforth & Langford,Toronto,Ontario\Toronto
4/16/2017,111 Arney Road,Woodburn,Oregon\WestCentralOregon
4/3/2017,Springhouse,Springhouse,Pennsylvania\Philadelphia
4/3/2017,Hanbury Village,Chesapeake,Virginia\ChesapeakeBayRegion
4/2/2017,"Southern & Longmore, Mesa",Mesa,Arizona\Phoenix
4/2/2017,Bouquet Canyon & Newhall Ranch,Santa Clarita,California\SantaClarita
3/27/2017,"Milford, OH - SR 28",Milford,Ohio\Cincinnati
3/27/2017,Walker Rd /Fred Meyer,Beaverton,Oregon\Portland
3/26/2017,I-20 & Carrier Parkway,Grand Prairie,Texas\DallasFortWorth
3/21/2017,Starkey & Bryan Dairy,Seminole,Florida\StPetersburg
3/21/2017,Capital Circle & Blair Stone,Tallahassee,Florida\Panhandle
3/15/2017,UMB Bank Plaza,Denver,Colorado\Denver
3/12/2017,Loveland,Cincinnati,Ohio\Cincinnati
3/12/2017,Banff Avenue Mall,Banff,Alberta\AlbertaRemoteMarkets
3/7/2017,Pine Island Rd & Pondella Rd,Cape Coral,Florida\Naples
3/7/2017,Yorba Linda & Village Center Dr,Yorba Linda,California\OrangeCounty
3/7/2017,Lincoln Park-Elston & Logan,Chicago,Illinois\Chicago
3/6/2017,Medford,Medford,NewJersey
3/5/2017,"First & Wetmore, Tucson",Tucson,Arizona\Tucson
3/5/2017,Hwy 183 & Anderson Mill Rd.,Austin,Texas\Austin
3/1/2017,Faneuil Hall Marketplace,Boston,Massachusetts\Boston
2/27/2017,Rocky Hill,Rocky Hill,Connecticut\Hartford
2/21/2017,Aurora Village,Seattle,Washington\Seattle
2/20/2017,McFarland Blvd & 15th St,Tuscaloosa,Alabama\AlabamaRemoteMarkets
2/20/2017,7th Street & McDowell,Phoenix,Arizona\Phoenix
2/6/2017,Miracle Mile Shopping Center,Pittsburgh,Pennsylvania\Pittsburgh
2/6/2017,Snelling & Selby,St Paul,Minnesota\Minneapolis
2/6/2017,Belden Village,Canton,Ohio\Akron
2/5/2017,Spencer Hwy & Burke Rd.(Pasadena),Pasadena,Texas\Houston
2/1/2017,I-70 & Midland- Glenwood Springs,Glenwood Springs,Colorado\ColoradoRemoteMarkets
2/1/2017,Palm Coast Pkwy & I-95,Palm Coast,Florida\TreasureCoast
2/1/2017,The Gateway,Salt Lake City,Utah
1/30/2017,Walton & Squirrel,Auburn Hills,Michigan\Detroit
1/23/2017,Aurora,Aurora,Ohio\Cleveland
1/23/2017,Dunwoody,Dunwoody,Georgia\Atlanta
1/22/2017,Rehoboth,Rehoboth,Delaware
1/17/2017,Lithia Crossing,Valrico,Florida\Tampa
1/16/2017,"La Mesa & Spring, La Mesa",La Mesa,California\SanDiego
1/15/2017,Clovis & Kings Canyon - Fresno,Fresno,California\CentralValley
1/15/2017,Puente Hills,Rowland Heights,California\SanGabrielValley
1/10/2017,Hwy 19 & Nebraska Ave.,Palm Harbor,Florida\StPetersburg
1/9/2017,Virginia Center,Glen Allen,Virginia\Richmond
1/8/2017,Village Arcade I,Houston,Texas\Houston
1/8/2017,King & Brant,Toronto,Ontario\Toronto
1/3/2017,Broadway & Magnolia Ave,Ocala,Florida\Gainesville
1/3/2017,Maryland Pkwy & Silverado Ranch,Las Vegas,Nevada\LasVegas
1/1/2017,Izcalli Mega,Mexico City,Mexico\MexicoState
1/1/2017,Lougheed & Ottawa,Port Coquitlam,BritishColumbia\Vancouver
1/1/2017,"Alosta & Barranca, Azusa",Azusa,California\SanGabrielValley
12/27/2016,Aotea Square,Auckland,NewZealand
12/11/2016,Scottsdale & Pinnacle Peak,Scottsdale,Arizona\Phoenix
12/5/2016,Broomall (OLD),Broomall,Pennsylvania\Philadelphia
12/5/2016,Wilsonville,Wilsonville,Oregon\Portland
12/1/2016,Vacaville,Vacaville,California\SolanoCounty
11/28/2016,Whitemud Dr & 17th St,Edmonton,Alberta\Edmonton
11/28/2016,Broadway & Lemon Grove,Lemon Grove,California\SanDiego
11/23/2016,48th Street & Carefree Hwy,Phoenix,Arizona\Phoenix
11/15/2016,119th and Glenwood - The Fountains,Overland Park,Kansas\KansasCityKansas
11/15/2016,Bloomingdale,Bloomingdale,Illinois\Chicagoland
11/14/2016,Lloyd Expwy & Green River Rd,Evansville,Indiana\Evansville
11/14/2016,Montgomeryville,Montgomeryville,Pennsylvania\Philadelphia
11/13/2016,Century & Frank Lloyd Wright,Middleton,Wisconsin\Madison
11/13/2016,Victoria Gardens,Rancho Cucamonga,California\SanBernardinoCounty
11/9/2016,Clayton & Treat,Concord,California\ContraCostaCounty
11/8/2016,Cedar Oak,West Linn,Oregon\Portland
11/3/2016,Renaissance Tower [OLD],Dallas,Texas\DallasFortWorth
11/1/2016,195 Lakeshore Rd E,Oakville,Ontario\GreaterTorontoArea
10/26/2016,176 & Meridian,Puyallup,Washington\Tacoma
10/25/2016,Sandy-106th & State,Sandy,Utah
10/23/2016,Tsawwassen,Tsawwassen,BritishColumbia\Vancouver
10/18/2016,3801 US Hwy 98,Lakeland,Florida\Lakeland
10/10/2016,1401 New York Ave.,Washington,WashingtonDC\WashingtonDC
10/3/2016,168 Calhoun Street,Charleston,SouthCarolina\Charleston
10/2/2016,NewPark Mall - Center Court,Newark,California\AlamedaCounty
10/1/2016,Spring & 4th,Atlanta,Georgia\Atlanta
10/1/2016,Maple & Telegraph,Bloomfield Hills,Michigan\Detroit
10/1/2016,Triangle Center [TEMPORARY],Lexington,Kentucky\Lexington
10/1/2016,Schoolhouse Square,Keizer,Oregon\WestCentralOregon
9/30/2016,Martin Way Station,Olympia,Washington\Olympia
9/29/2016,Crossroads Square,Westminster,Maryland\MarylandRemoteMarkets
9/27/2016,Northpark Mall,Dallas,Texas\DallasFortWorth
9/25/2016,"Akron, West Market Street",Akron,Ohio\Akron
9/20/2016,Celebration & 192,Kissimmee,Florida\Orlando
9/19/2016,722 Bank Lane - Lake Forest,Lake Forest,Illinois\Chicagoland
9/5/2016,"Crestwood, Cicero & Cal-Sag",Crestwood,Illinois\Chicagoland
9/5/2016,Crabtree Valley Mall,Raleigh,NorthCarolina\RaleighDurhamChapelHill
9/1/2016,"Shea & Technology, Fountain Hills",Fountain Hills,Arizona\Phoenix
9/1/2016,Battleground Village,Greensboro,NorthCarolina\Greensboro
9/1/2016,Huntington & Buena Vista - Duarte,Duarte,California\SanGabrielValley
8/24/2016,US 35 & SR 22,Kokomo,Indiana\IndianaRemoteMarkets
8/22/2016,Ken Pratt Blvd & S Bowen St,Longmont,Colorado\FortCollins
8/7/2016,"Independence, MO",Independence,Missouri\KansasCity
8/1/2016,South Park Shops,Bethel Park,Pennsylvania\Pittsburgh
8/1/2016,Alameda & Union-Lakewood,Lakewood,Colorado\Denver
7/27/2016,"Flamingo & Arville, Las Vega",Las Vegas,Nevada\LasVegas
7/27/2016,College & Horsetooth,Fort Collins,Colorado\FortCollins
7/26/2016,Intech Commons,Indianapolis,Indiana\Indianapolis
7/25/2016,Madison & Kenneth,Fair Oaks,California\Sacramento
7/11/2016,Crossways Shopping Center,Chesapeake,Virginia\ChesapeakeBayRegion
7/11/2016,Route 31 & Blake,McHenry,Illinois\Chicagoland
7/10/2016,Ventu Park & Hillcrest,Newbury Park,California\Ventura
7/10/2016,FM 3040 & FM 2499 (BB),Flower Mound,Texas\DallasFortWorth
7/1/2016,Hwy 80 & Rocklin Rd,Rocklin,California\Sacramento
6/22/2016,FM 407 & Morris Rd.,Flower Mound,Texas\DallasFortWorth
6/22/2016,St Denis & Ontario,Montreal,Quebec\Montreal
6/12/2016,Karntnerstrasse,Vienna,Austria\Wien
6/9/2016,York Mills & Lesmill,North York,Ontario\GreaterTorontoArea
6/7/2016,"Veterans Pkwy & Surfside Blvd, Cape",Cape Coral,Florida\Naples
6/7/2016,Fayetteville,Fayetteville,Georgia\Atlanta
6/6/2016,Lake Oswego Crossing,Lake Oswego,Oregon\Portland
6/5/2016,"Los Osos & Fairchild, Los Osos",Los Osos,California\CentralCoast
6/1/2016,East & Cohasset - Chico,Chico,California\NorthernCalifornia
6/1/2016,Independence Mall,Wilmington,NorthCarolina\Wilmington
6/1/2016,"Jefferson & Winchester, Temecula",Temecula,California\RiversideCounty
5/29/2016,Edmonton Centre,Edmonton,Alberta\Edmonton
5/26/2016,589 Fairway Rd S,Kitchener,Ontario\GreaterTorontoArea
5/26/2016,19th Avenue & Northern,Phoenix,Arizona\Phoenix
5/18/2016,Jewell & Wadsworth,Lakewood,Colorado\Denver
5/16/2016,Clifton Park,Clifton Park,NewYork\Albany
5/11/2016,Washington Square West,Tigard,Oregon\Portland
5/1/2016,"Herndon & Hwy 99, Fresno",Fresno,California\CentralValley
4/29/2016,Woodfield Mall North,Schaumburg,Illinois\Chicagoland
4/26/2016,867 Peachtree,Atlanta,Georgia\Atlanta
4/26/2016,Stirling & Pine Island,Cooper City,Florida\BrowardCounty
4/26/2016,Windward Pkwy @ Hwy 9,Alpharetta,Georgia\Atlanta
4/26/2016,617 W Diversey Pkwy,Chicago,Illinois\Chicago
4/24/2016,Army Trail & Whitman,Glendale Heights,Illinois\Chicagoland
4/18/2016,Puget Park,Everett,Washington\Seattle
4/13/2016,Mira Mesa Mall,San Diego,California\SanDiego
4/11/2016,Colchester,Colchester,Connecticut\Hartford
4/8/2016,"Jamacha & Washington, El Caj",El Cajon,California\SanDiego
4/4/2016,Chambersburg,Chambersburg,Pennsylvania\PennsylvaniaRemoteMarkets
4/1/2016,Arrowhead Towne Center (OLD),Glendale,Arizona\Phoenix
3/29/2016,Rio Grande Blvd. & I-40,Albuquerque,NewMexico\Albuquerque
3/29/2016,Atlantic Blvd & Rock Island Rd,Margate,Florida\BrowardCounty
3/28/2016,Boerne Stage Rd & I-10W,San Antonio,Texas\SanAntonio
3/27/2016,Talmadge Square,Toledo,Ohio\Toledo
3/26/2016,Diamond Bar & Grand,Diamond Bar,California\SanGabrielValley
3/24/2016,Gloucester - Eastgate Street,Gloucester,UnitedKingdom\Gloucestershire
3/23/2016,Richmond & Chimney Rock,Houston,Texas\Houston
3/21/2016,College Market Place-Poulsbo,Poulsbo,Washington\Seattle
3/21/2016,Northtowne Square,Gibsonia,Pennsylvania\Pittsburgh
3/20/2016,Lancaster Mall,Salem,Oregon\WestCentralOregon
3/14/2016,Selden Arcade,Norfolk,Virginia\ChesapeakeBayRegion
3/14/2016,SR 32 & SR 37 - Noblesville,Noblesville,Indiana\Indianapolis
3/14/2016,Liberty Plaza,Salem,Oregon\WestCentralOregon
3/13/2016,Lakeshore & Leslie,Toronto,Ontario\Toronto
3/7/2016,Wilson & Magnolia,Chicago,Illinois\Chicago
3/1/2016,Day Break Plaza - Ontario,Ontario,California\SanBernardinoCounty
2/13/2016,In der Hoehle 4,Koeln,Germany\Nordrhein-Westfalen
2/11/2016,American Fork-Salt Lake,American Fork,Utah
2/9/2016,Victorian Crt - Yale Rd & Hodgins,Chilliwack,BritishColumbia\Vancouver
2/9/2016,Ironwood,Coeur dAlene,Idaho\NorthernIdaho
2/8/2016,Huguenot & Robious,Midlothian,Virginia\Richmond
2/5/2016,56 University - Charlottetown PE,Charlottetown,PrinceEdwardIsland
2/1/2016,13th & Penn,Washington,WashingtonDC\WashingtonDC
2/1/2016,25th and Riverside [TEMP],Minneapolis,Minnesota\Minneapolis
2/1/2016,Little Rd & SR 54,New Port Richey,Florida\StPetersburg
2/1/2016,West Hollywood II,West Hollywood,California\WestLosAngeles
2/1/2016,Ehrenstrasse 92,Koeln,Germany\Nordrhein-Westfalen
2/1/2016,West Addison,Chicago,Illinois\Chicago
2/1/2016,"I-215 & Decatur, North Las Vegas",North Las Vegas,Nevada\LasVegas
2/1/2016,Woodmere,Woodmere,Ohio\Cleveland
2/1/2016,Warner & Cooper Road,Gilbert,Arizona\Phoenix
1/26/2016,Rivercenter,San Antonio,Texas\SanAntonio
1/25/2016,I-45 & Ennis Ave,Ennis,Texas\RemoteMarkets
1/22/2016,W. Bay Area Blvd. & Glenwest Dr.,Webster,Texas\Houston
1/21/2016,Montgomery Cross Roads,Savannah,Georgia\Savannah
1/17/2016,Granville & Ryan Street,Summerside,PrinceEdwardIsland
1/17/2016,Hwy 290 & 34th,Houston,Texas\Houston
1/11/2016,Lake Mary Blvd. & Rinehart,Lake Mary,Florida\Orlando
1/11/2016,Atlantic Place,St. Johns,Newfoundland
1/5/2016,Sunrise & Cirby - Roseville,Roseville,California\Sacramento
1/4/2016,Kernersville,Kernersville,NorthCarolina\WinstonSalem
1/1/2016,Hwy 55 & C.R. 24-Plymouth Station,Plymouth,Minnesota\Minneapolis
1/1/2016,Mont Royal & De La Roche,Montreal,Quebec\Montreal
1/1/2016,Blue Ravine - Folsom,Folsom,California\Sacramento
12/16/2015,22nd & Hennepin,Minneapolis,Minnesota\Minneapolis
12/14/2015,The Commons - HT,Durham,NorthCarolina\RaleighDurhamChapelHill
12/8/2015,9821 Montgomery Blvd.,Albuquerque,NewMexico\Albuquerque
12/4/2015,One Market Temp.,San Francisco,California\SanFrancisco
11/22/2015,Hwy 40 & Anglers Dr-Steamboat Sprin,Steamboat Springs,Colorado\ColoradoRemoteMarkets
11/17/2015,"710 Summit Blvd. - Frisco, CO",Frisco,Colorado\ColoradoRemoteMarkets
11/9/2015,Holiday Manor [OLD],Louisville,Kentucky\Louisville
11/3/2015,Hwy 11 & Gause,Slidell,Louisiana\Slidell
10/19/2015,Preakness Shopping Center,Wayne,NewJersey
9/27/2015,Edmonds Way,Edmonds,Washington\Seattle
9/27/2015,Chanhassen,Chanhassen,Minnesota\Minneapolis
9/24/2015,17th and Broadway (41 Union Square,New York,NewYork\NewYorkCity
9/22/2015,Sadler Rd & 14th St - Fernandina Be,Fernandina Beach,Florida\Jacksonville
9/21/2015,Coors Blvd. & Seven Bar Loop,Albuquerque,NewMexico\Albuquerque
9/14/2015,The Shoppes at Shipley`s Grant [OLD],Ellicot Cty,Maryland\Baltimore
9/14/2015,Barrington II,Barrington,Illinois\Chicagoland
9/9/2015,Radio Rd & Santa Barbara Blvd,Naples,Florida\Naples
9/7/2015,"Highway 66 & Switzer Canyon, Flagst",Flagstaff,Arizona\Flagstaff
9/1/2015,Shawnessy Co-op,Calgary,Alberta\Calgary
9/1/2015,"Las Posas & Arneill, Camarillo",Camarillo,California\Ventura
9/1/2015,Campbell & Coit,Richardson,Texas\DallasFortWorth
8/30/2015,BEDFORD VILLAGE,Bedford,NovaScotia
8/30/2015,Circumferential Hwy & Pleasant,Dartmouth,NovaScotia
8/25/2015,Inner Harbor East,Baltimore,Maryland\Baltimore
8/25/2015,Fountainview,Houston,Texas\Houston
8/24/2015,1211 Dexter Ave,Seattle,Washington\Seattle
8/23/2015,New Berlin-Moorland & National,New Berlin,Wisconsin\Milwaukee
8/17/2015,McHenry & Briggsmore - Modesto,Modesto,California\ModestoStockton
8/12/2015,St. Charles,St Charles,Illinois\Chicagoland
8/3/2015,13 Mile & Woodward,Royal Oak,Michigan\Detroit
8/1/2015,Eastland Center - West Covina,West Covina,California\SanGabrielValley
8/1/2015,Sawmill & Granville,Columbus,Ohio\Columbus
8/1/2015,University & 28th,West Des Moines,Iowa
8/1/2015,Petro Canada - Kiosk,Calgary,Alberta\Calgary
7/31/2015,Lundys Lane - Niagara Falls,Niagara Falls,Ontario\NiagaraRegion
7/22/2015,Biscayne & 69th St.,Miami,Florida\Miami
7/11/2015,Eastern Blvd - Montgomery,Montgomery,Alabama\Montgomery
7/7/2015,Westland Fair,Las Vegas,Nevada\LasVegas
7/7/2015,Collier Blvd & Elkcam Circle,Marco Island,Florida\Naples
7/6/2015,11th & Lacey - Hanford,Hanford,California\CentralValley
7/5/2015,FM 1960 & Hwy 59,Humble,Texas\Houston
7/5/2015,Brickyard-Diversey & Narragansett,Chicago,Illinois\Chicago
7/1/2015,Hollenbeck Road,Sunnyvale,California\SantaClaraCounty
7/1/2015,Cherry Creek,Denver,Colorado\Denver
6/30/2015,Unversity Mall- Orem,Orem,Utah
6/28/2015,Fashion Island [OLD],Newport Beach,California\OrangeCounty
6/19/2015,54th & Broadway,New York,NewYork\NewYorkCity
6/1/2015,Madison/Greenway Station,Middleton,Wisconsin\Madison
6/1/2015,5900 S & State Street,Murray,Utah
5/29/2015,One Market Plaza,San Francisco,California\SanFrancisco
5/25/2015,Rand & Dundee [OLD],Palatine,Illinois\Chicagoland
5/10/2015,Schaumburg & Barrington,Schaumburg,Illinois\Chicagoland
5/4/2015,Windsor,Windsor,California\SonomaCounty
5/1/2015,Washington Square Too,Portland,Oregon\Portland
5/1/2015,Carrefour Laval (OLD),Montreal,Quebec\Montreal
4/27/2015,Vaughan Mills,Concord,Ontario\GreaterTorontoArea
4/20/2015,University & Tuttle,Sarasota,Florida\SarasotaBradenton
4/19/2015,Siskiyou & Madrona,Ashland,Oregon\SouthernOregon
4/6/2015,Skywalk,Cincinnati,Ohio\Cincinnati
4/1/2015,City Link,Singapore,Singapore
3/30/2015,Cathedrale & Maisonneuve,Montreal,Quebec\Montreal
3/29/2015,Broadway & N. High,Columbus,Ohio\Columbus
3/24/2015,Prospect Village,Prospect,Kentucky\Louisville
3/24/2015,Irondequoit (Rochester),Irondequoit,NewYork\Rochester
3/23/2015,"Broadway & McCoy, Santa Maria",Santa Maria,California\CentralCoast
3/23/2015,Paoli,Paoli,Pennsylvania\Philadelphia
3/18/2015,Woodland Park,Woodland Park,Colorado\ColoradoSprings
3/16/2015,East Valley Hwy & SW 43rd,Renton,Washington\Seattle
3/2/2015,Holcomb Place,Roswell,Georgia\Atlanta
3/1/2015,Equity Plaza,Singapore,Singapore
3/1/2015,Halifax Ferry Terminal,Halifax,NovaScotia
3/1/2015,Market Harborough St Marys Road 1-3,Leicester,UnitedKingdom\Leicestershire
3/1/2015,Hitchin,Hitchin,UnitedKingdom\Herefordshire
3/1/2015,Ewa Beach,Honolulu,Hawaii\Oahu
3/1/2015,Corporate & Jefferson,Baton Rouge,Louisiana\BatonRouge
2/26/2015,27th & Oklahoma,Milwaukee,Wisconsin\Milwaukee
2/25/2015,Evanston-Main & McCormick,Evanston,Illinois\Chicagoland
2/18/2015,64th & Ward [OLD],Arvada,Colorado\Denver
2/17/2015,4495 Roosevelt Blvd.,Jacksonville,Florida\Jacksonville
2/16/2015,West Main & Hwy 16 - Woodland,Woodland,California\YoloCounty
2/16/2015,San Carlos & Meridian - San Jose,San Jose,California\SantaClaraCounty
2/15/2015,Sixth & Pine / Tacoma,Tacoma,Washington\Tacoma
2/11/2015,"Colorado & Los Robles, Pasadena",Pasadena,California\Verdugos
2/2/2015,Aloma Ave & Lakemont Rd,Winter Park,Florida\Orlando
2/2/2015,Hampton Corners,Rochester Hills,Michigan\Detroit
2/1/2015,97th & 137th Avenue,Edmonton,Alberta\Edmonton
2/1/2015,"Bradley, Ken Hayes & Kinzie",Bradley,Illinois\IllinoisRemoteMarkets
2/1/2015,"31st & Peoria, Phoenix",Phoenix,Arizona\Phoenix
2/1/2015,Frankford & Marsh,Dallas,Texas\DallasFortWorth
1/29/2015,Century Center,Modesto,California\ModestoStockton
1/27/2015,Hwy 2094 & S Shore Harbor,League City,Texas\Houston
1/25/2015,Second @ 81st,New York,NewYork\NewYorkCity
1/18/2015,Weymouth - New Bond Street (Unit 4),Weymouth,UnitedKingdom\Dorset
1/16/2015,Wexford,Wexford,Pennsylvania\Pittsburgh
1/4/2015,Niskayuna- Albany,Niskayuna,NewYork\Albany
1/1/2015,Four Hills - Albuquerque,Albuquerque,NewMexico\Albuquerque
1/1/2015,College Dr & Cumberland Ave,Saskatoon,Saskatchewan
12/31/2014,Blue Wave-Macapagal Ave,Pasay City,Philippines\Manila
12/25/2014,"Beverly & Norwalk, Whittier",Whitter,California\SouthEastLosAngeles
12/25/2014,867 Peachtree [OLD],Atlanta,Georgia\Atlanta
12/21/2014,"Paradise & Flamingo, Las Vegas",Las Vegas,Nevada\LasVegas
12/16/2014,South Virginia & California - Reno,Reno,Nevada\Reno
12/13/2014,Menomonee Falls - Rivercrest Center,Menomonee Falls,Wisconsin\Milwaukee
12/1/2014,Westheimer & Fondren,Houston,Texas\Houston
12/1/2014,I-20 & Forest Hill,Forest Hill,Texas\DallasFortWorth
12/1/2014,"16th Street & I-8, Yuma",Yuma,Arizona\ArizonaRemoteMarkets
12/1/2014,Birmingham-Colmore Row,Birmingham,UnitedKingdom\London
11/25/2014,"Plaza Bonita, National City",National City,California\SanDiego
11/19/2014,Orchard - 12 Plaza,Farmington Hills,Michigan\Detroit
11/9/2014,Plaza Alexis Nihon,Montreal,Quebec\Montreal
11/4/2014,Sunnycrest Mall,Gibsons,BritishColumbia\SunshineCoast
11/1/2014,I-59 & Aurora D/T,Naperville,Illinois\Chicagoland
10/20/2014,38th & Kipling-Wheat Ridge,Wheatridge,Colorado\Denver
10/10/2014,Pearl & E. Broadway - Eugene,Eugene,Oregon\WestCentralOregon
10/4/2014,WestFarms Mall (Temp Store),Farmington,Connecticut\Hartford
10/1/2014,Dykes Rd & Miramar Pkwy,Miramar,Florida\Miami
10/1/2014,1401 Cortez Rd.,Bradenton,Florida\SarasotaBradenton
9/27/2014,Guildford Town Centre,Surrey,BritishColumbia\Vancouver
